Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
2359.92,3,13.0,1,2,4,46,7,1,0
1648.66,3,11.0,2,2,0,90,8,0,0
1329.37,1,11.0,1,2,4,52,14,0,0
4628.63,1,9.0,1,2,0,55,3,0,0
1458.49,2,18.0,1,0,3,119,8,3,0
2184.78,2,1.0,2,4,3,55,12,3,0
1754.96,1,5.0,3,1,3,59,12,0,0
435.46,1,21.0,0,7,0,65,2,4,0
49997.8,2,14.0,2,1,3,10,3,0,0
951.56,2,18.0,1,0,2,32,10,4,1
3469.78,2,19.0,0,2,2,21,3,3,0
2035.89,3,10.0,2,1,0,59,11,3,0
3910.93,4,22.0,1,3,2,25,3,3,0
3546.21,1,11.0,1,4,2,42,7,0,0
964.29,3,1.0,0,2,3,1,14,1,0
2816.77,2,18.0,3,5,4,82,10,3,0
3715.83,4,4.0,1,5,1,79,14,1,0
3167.05,4,18.0,0,0,1,73,7,3,0
3002.08,3,18.0,2,2,2,110,2,3,0
3699.36,0,8.0,0,0,4,20,11,4,0
288.62,0,11.0,0,4,1,118,11,0,0
3658.45,2,12.0,0,7,3,50,1,4,0
1366.91,0,9.0,2,1,2,69,3,4,1
2861.5,2,18.0,0,1,3,92,14,0,0
1215.31,0,10.0,2,6,1,46,1,3,0
4194.89,3,18.0,2,7,0,80,7,3,0
2524.1000000000004,4,2.0,2,7,4,118,4,3,0
3216.49,1,4.0,0,1,3,104,3,3,0
3971.44,4,11.0,0,4,3,119,14,3,0
4477.1,0,9.0,1,4,3,101,1,3,0
3661.65,4,12.0,0,5,1,4,1,3,0
748.1,0,22.0,0,6,0,118,4,4,0
4273.39,2,12.0,0,4,1,86,8,1,0
3094.8,1,20.0,2,4,2,29,4,1,0
3049.2,2,21.0,0,0,4,22,11,4,0
4607.1,1,22.0,2,3,0,36,5,1,0
1247.91,2,17.0,0,3,3,47,10,0,0
1201.74,2,0.0,0,3,2,18,8,4,0
2568.4,4,8.0,0,1,2,1,2,1,1
3755.56,1,2.0,1,5,3,38,13,0,0
2238.97,4,14.0,2,3,1,19,3,4,0
3171.29,2,2.0,1,2,0,46,6,0,0
2265.36,4,10.0,2,3,2,25,5,1,0
3053.88,0,20.0,0,1,3,112,13,4,0
4112.2,2,8.0,0,5,4,107,9,3,0
906.48,0,14.0,2,3,3,18,7,1,0
3478.42,2,20.0,2,0,0,36,12,0,0
3938.19,0,6.0,0,0,1,13,12,4,0
2238.32,0,7.0,0,7,3,54,10,4,0
1619.55,2,9.0,2,5,1,91,6,3,0
2524.1000000000004,0,21.0,0,2,0,58,1,4,0
3986.54,1,22.0,0,4,1,9,5,4,0
1643.05,0,10.0,0,4,4,64,5,0,0
1789.76,2,6.0,1,1,4,28,8,3,0
1683.35,1,10.0,0,5,0,43,2,1,0
2496.2,1,20.0,2,1,1,77,1,1,0
3513.99,1,21.0,1,5,0,93,4,1,0
3860.46,4,19.0,2,3,0,90,3,3,0
1965.89,1,6.0,0,3,1,101,6,0,0
3317.19,4,17.0,0,1,0,7,6,1,0
3604.82,3,10.0,2,4,0,103,5,3,0
1488.1,0,22.0,2,2,2,37,4,0,1
487.62,4,5.0,2,4,0,77,11,2,0
4473.86,2,11.0,1,7,2,55,12,1,0
3387.19,1,22.0,0,7,3,3,9,0,0
3242.31,2,9.0,0,6,1,14,10,0,0
299.22,1,0.0,2,1,4,72,13,4,0
4090.28,2,16.0,0,0,0,34,3,0,0
2832.44,0,14.0,2,0,1,84,13,0,0
4240.18,0,15.0,0,2,4,31,8,4,0
2524.1000000000004,3,12.0,2,5,3,98,11,1,0
4785.72,2,0.0,2,7,3,86,12,1,0
4281.17,3,15.0,2,4,2,94,13,4,0
59.68,2,2.0,0,1,2,100,3,4,0
4429.21,0,0.0,0,5,4,61,9,3,0
379.94,3,10.0,0,6,3,5,10,4,0
4256.71,1,2.0,0,4,3,102,11,3,0
1404.47,0,15.0,0,0,1,65,11,4,0
3052.29,4,2.0,1,4,0,81,14,4,1
195.15,0,0.0,1,0,3,54,3,0,0
2524.1000000000004,0,7.0,2,3,3,114,13,1,0
562.97,4,18.0,0,4,0,37,14,1,0
2056.39,2,19.0,0,0,4,17,14,3,0
4088.14,4,12.0,2,4,1,76,13,3,0
3478.27,2,11.0,0,2,2,72,7,4,0
35.18,3,9.0,0,3,3,45,10,0,0
2018.15,3,18.0,0,3,0,77,7,4,0
214.43,3,20.0,0,7,1,15,13,1,0
3369.13,4,12.0,1,0,4,118,8,4,0
4844.9,2,6.0,2,1,0,69,1,1,0
3278.03,1,14.0,1,0,1,114,13,1,0
1125.74,0,14.0,0,2,3,9,9,3,0
1779.39,4,20.0,0,2,1,66,3,3,0
4883.37,3,18.0,1,6,0,3,4,1,0
1124.14,1,4.0,1,3,3,33,6,1,0
2809.84,2,18.0,0,3,4,108,4,4,0
2005.27,2,18.0,1,1,0,27,7,1,0
3842.73,2,19.0,2,6,1,43,12,4,0
4337.61,4,19.0,1,6,4,73,11,2,0
1707.48,0,15.0,0,2,3,115,9,3,0
3303.68,0,11.0,0,2,1,47,6,0,0
2747.49,1,1.0,3,4,0,58,12,3,0
1395.83,3,5.0,0,2,4,91,2,1,0
1363.34,3,4.0,2,0,4,61,2,3,0
2695.47,3,4.0,0,2,4,90,12,4,0
774.24,3,21.0,1,7,1,110,4,3,0
4055.0,1,10.0,1,2,1,41,4,2,0
349.68,1,13.0,2,2,1,82,9,3,0
477.4,2,21.0,0,6,4,14,13,3,0
2524.1000000000004,4,12.0,2,4,1,70,4,1,0
594.87,0,11.0,0,5,2,92,9,4,0
2381.12,1,1.0,1,4,1,30,2,1,0
2001.38,0,18.0,1,3,0,102,3,4,0
3610.44,2,3.0,2,1,0,63,6,1,0
4765.26,2,19.0,0,4,3,109,6,0,0
3769.03,1,1.0,1,0,0,94,5,3,1
901.35,3,3.0,1,0,4,91,1,3,0
4677.93,4,8.0,2,2,3,112,5,1,0
1963.71,0,7.0,1,7,3,85,7,0,0
2373.58,0,11.0,0,7,1,91,8,0,0
2110.77,2,6.0,2,2,0,92,5,0,0
1406.33,0,20.0,0,0,4,118,10,4,0
4475.75,3,12.0,0,6,3,111,12,3,0
1664.53,1,18.0,2,3,2,100,4,4,0
2895.09,4,11.0,0,7,1,6,8,0,0
1203.97,4,11.0,1,3,2,115,12,4,0
3987.89,3,3.0,0,7,3,65,3,4,0
3872.12,0,16.0,2,7,4,50,9,3,0
1485.08,3,21.0,1,2,2,30,14,4,0
3409.36,4,17.0,0,3,1,65,10,3,0
3520.85,3,21.0,0,0,3,20,11,3,0
2814.74,4,14.0,2,1,3,108,11,0,0
3004.99,0,3.0,2,1,3,24,6,1,0
2874.4,4,21.0,1,6,0,67,6,4,0
413.91,3,15.0,2,6,4,13,2,4,0
3352.98,2,7.0,2,0,3,64,14,4,0
2351.53,4,15.0,1,6,1,98,7,4,0
2195.09,2,3.0,0,1,2,87,10,4,0
4300.7,2,12.0,0,0,0,96,3,0,0
121.02,2,14.0,0,3,0,33,7,4,0
1260.32,3,13.0,0,1,3,90,12,4,0
611.41,3,5.0,2,5,0,60,10,4,0
181.53,0,12.0,0,1,2,76,10,4,0
1382.01,4,12.0,0,6,1,83,11,1,0
2524.1000000000004,1,20.0,0,3,0,51,5,4,0
1354.79,2,10.0,0,5,4,73,10,4,0
2524.1000000000004,4,16.0,2,4,4,115,3,4,0
595.9,2,12.0,2,3,0,19,8,3,0
3011.23,0,4.0,0,4,2,56,5,4,0
4922.49,3,22.0,1,1,0,93,2,1,0
1462.73,1,15.0,0,5,3,5,8,4,0
4241.14,3,18.0,3,6,1,31,7,3,0
4987.87,0,11.0,1,3,2,59,14,0,0
2944.83,0,3.0,2,0,0,61,10,0,0
1550.46,2,11.0,1,2,4,41,6,1,0
3369.29,3,20.0,0,2,1,52,6,1,0
4225.02,3,18.0,2,1,2,115,5,4,1
860.89,1,2.0,0,2,1,71,8,1,0
2265.32,4,7.0,1,6,0,69,4,4,0
1599.34,0,8.0,1,0,4,104,13,4,0
1420.38,2,4.0,2,4,4,10,11,4,0
2524.1000000000004,1,13.0,0,1,4,29,5,4,0
2111.16,3,19.0,0,5,0,102,7,3,0
1698.69,2,14.0,2,5,3,14,12,1,0
3019.54,0,23.0,0,5,1,106,14,4,0
1100.91,0,23.0,0,6,2,110,5,3,0
1153.32,4,22.0,0,1,4,68,6,3,0
2603.84,3,6.0,0,4,1,43,12,3,0
2049.32,0,12.0,0,6,3,31,4,3,0
1478.44,2,18.0,2,5,1,91,14,4,0
274.49,2,16.0,1,7,3,70,5,0,0
2606.27,2,14.0,2,0,0,109,5,0,0
4083.96,3,16.0,3,2,0,18,7,0,0
4257.63,3,14.0,1,3,3,14,11,0,0
1181.02,0,12.0,0,3,1,5,6,0,1
3000.21,4,0.0,0,7,1,66,4,1,0
4280.13,4,12.0,2,6,1,13,5,4,0
2046.59,4,18.0,2,0,0,50,4,1,0
4661.02,1,0.0,0,6,4,32,3,1,0
4515.38,3,17.0,1,2,3,102,10,4,0
1044.63,3,20.0,2,4,0,117,10,4,0
1298.53,0,0.0,3,4,2,30,2,3,0
906.31,2,13.0,0,4,1,73,11,4,0
984.29,3,20.0,2,7,1,69,14,4,0
4539.77,4,14.0,1,2,1,92,5,1,0
4656.03,1,11.0,2,1,1,95,5,3,0
264.23,2,15.0,1,0,4,45,12,0,0
2970.05,2,12.0,1,1,0,40,14,4,0
2823.34,1,0.0,0,3,0,116,5,4,0
1955.79,1,10.0,0,1,2,117,2,0,0
3160.33,3,20.0,0,6,0,88,1,3,0
4737.1,1,0.0,1,5,3,112,4,4,0
855.42,0,12.0,1,5,2,89,3,1,0
606.45,2,10.0,1,5,3,111,3,4,0
171.79,2,9.0,0,5,2,34,10,0,0
1822.35,4,7.0,1,4,4,62,4,4,0
1691.45,3,7.0,3,2,4,66,11,1,0
2524.1000000000004,4,13.0,0,1,1,39,13,0,0
2519.03,3,23.0,1,5,0,20,8,3,0
3790.33,3,4.0,0,0,3,54,8,0,0
1963.61,3,4.0,1,3,0,48,7,3,0
1656.41,0,16.0,1,5,1,99,12,4,0
4135.26,1,23.0,2,0,3,67,9,0,0
4249.73,1,17.0,1,6,4,118,5,0,0
1167.67,0,8.0,1,0,4,109,4,3,0
1576.79,4,8.0,0,2,1,71,8,1,0
4126.46,3,8.0,3,6,3,63,14,0,0
401.64,0,14.0,1,2,3,67,2,0,0
1632.6,4,10.0,1,7,4,111,4,4,0
2244.51,1,7.0,2,6,1,13,6,0,1
939.42,2,6.0,1,5,1,93,11,0,0
903.67,3,14.0,2,5,4,90,5,4,0
2127.19,3,2.0,0,7,0,16,2,4,0
3773.84,3,10.0,0,2,2,8,9,4,0
4201.96,1,9.0,0,4,1,31,11,4,0
4896.28,3,15.0,2,4,4,17,6,4,0
2524.1000000000004,3,12.0,0,0,3,27,6,4,0
1087.33,1,8.0,0,0,1,31,8,1,0
3784.37,0,12.0,2,1,3,66,8,1,0
2705.29,4,12.0,0,4,3,108,5,4,0
49997.8,2,21.0,0,6,3,6,12,4,0
1031.92,4,19.0,1,3,3,59,9,0,0
1405.99,1,21.0,0,3,0,81,6,4,1
2149.3,1,13.0,0,0,1,57,10,1,0
889.87,4,20.0,0,6,1,59,2,0,0
4821.31,1,3.0,1,5,2,104,11,0,0
542.4,2,23.0,0,4,4,118,6,4,0
2524.1000000000004,3,12.0,0,5,2,107,2,2,0
4210.26,0,2.0,1,0,2,102,14,3,0
2118.64,2,6.0,2,2,0,6,9,1,0
3700.38,1,0.0,1,3,3,112,10,1,0
3359.22,0,5.0,0,7,0,58,10,0,0
1070.37,4,8.0,0,1,2,91,12,3,0
1698.66,3,21.0,2,7,1,93,8,0,0
2568.05,4,13.0,1,4,3,113,11,3,0
3191.03,0,13.0,2,6,2,110,10,4,0
2716.76,3,12.0,2,3,1,23,13,0,0
49997.8,4,19.0,1,6,1,103,5,2,0
2218.55,0,9.0,1,7,0,96,8,3,0
2493.83,3,13.0,0,2,2,34,7,3,0
2174.59,1,9.0,1,4,2,105,7,0,0
2708.94,3,10.0,0,1,3,8,1,1,0
4440.49,0,13.0,0,2,4,11,3,3,1
3165.98,2,10.0,0,5,4,62,6,3,1
3614.49,0,7.0,0,1,1,42,7,3,0
2989.43,2,11.0,0,0,3,115,6,4,0
3216.87,4,19.0,2,5,0,84,1,3,0
2893.86,1,22.0,0,7,2,91,1,4,1
139.2,3,12.0,0,6,2,63,11,0,0
4997.99,0,11.0,2,0,0,48,1,3,0
172.88,1,16.0,1,1,0,15,1,0,0
1978.76,2,12.0,1,3,0,43,2,1,0
530.05,2,9.0,1,1,4,6,13,0,0
489.16,0,5.0,2,5,0,24,6,0,0
3968.67,2,7.0,0,6,3,32,4,0,0
2132.5,1,13.0,1,5,0,116,1,3,0
4006.69,1,12.0,2,0,0,18,7,0,0
1367.57,1,20.0,1,0,2,50,1,0,0
1286.03,0,16.0,2,0,3,61,10,1,0
1259.9,2,6.0,1,1,1,2,13,4,0
3082.65,2,17.0,0,3,0,77,8,1,0
4075.92,4,12.0,1,3,4,34,12,1,0
2264.04,3,16.0,2,4,0,70,8,0,0
1899.35,3,11.0,2,3,1,22,2,4,0
4868.03,2,3.0,0,4,2,31,14,1,0
588.19,2,23.0,0,6,0,115,1,1,0
2524.1000000000004,1,12.0,0,4,0,102,13,3,0
2045.4,0,12.0,0,2,1,35,9,1,0
495.14,2,16.0,1,7,0,17,14,3,0
1344.66,4,12.0,0,3,3,111,2,3,0
2524.1000000000004,4,10.0,2,4,2,42,3,1,0
4385.39,2,12.0,0,0,0,49,10,3,0
3041.21,3,12.0,2,2,4,71,1,1,0
4076.02,0,11.0,1,3,1,16,9,3,0
2610.16,4,6.0,2,5,3,55,9,4,0
2999.55,2,5.0,1,2,1,77,10,0,0
3505.77,2,9.0,0,5,4,23,4,0,0
4540.52,1,0.0,2,6,0,79,4,3,0
463.3,4,8.0,2,3,3,97,11,4,0
1658.09,1,20.0,1,7,0,119,12,0,0
2524.1000000000004,0,11.0,0,0,0,102,9,3,0
4791.96,0,0.0,1,0,1,77,6,4,0
4904.13,4,22.0,1,2,0,98,7,0,0
3192.32,1,18.0,0,4,2,72,4,0,0
972.02,3,1.0,1,3,1,106,3,0,0
600.45,1,11.0,1,0,0,53,5,4,0
4730.49,4,21.0,0,5,0,88,9,1,0
2172.47,4,9.0,2,6,4,22,14,1,0
2524.1000000000004,1,17.0,1,2,2,11,7,0,0
4669.79,2,21.0,0,0,4,66,3,1,0
527.1,2,7.0,2,6,4,42,3,3,0
3649.21,3,5.0,3,0,0,104,13,3,0
3128.19,3,9.0,2,1,0,12,7,3,0
443.23,3,10.0,1,4,0,100,2,0,0
1697.05,4,13.0,2,2,2,87,4,4,0
753.9,4,18.0,0,2,3,104,5,0,0
3024.47,2,7.0,0,4,4,26,12,3,0
2388.18,1,2.0,1,1,1,39,12,1,0
26.35,0,1.0,2,3,1,112,12,4,0
4878.67,1,18.0,1,6,3,92,12,0,0
1751.18,2,4.0,2,3,3,54,5,3,0
2524.1000000000004,2,12.0,0,2,0,94,5,3,0
1116.1,2,9.0,1,7,4,116,2,3,0
798.29,2,0.0,1,3,1,6,6,1,0
4995.69,4,15.0,0,2,4,90,2,1,0
1479.07,3,14.0,2,1,2,58,7,1,0
2030.54,3,5.0,0,7,1,108,8,0,0
4357.42,1,11.0,1,5,1,94,8,3,0
3211.23,1,8.0,0,0,4,12,10,3,0
1846.63,2,23.0,1,0,4,4,1,1,0
4492.15,2,17.0,1,4,3,106,1,2,0
3749.87,0,23.0,2,0,2,61,13,3,0
2524.1000000000004,3,5.0,1,4,0,80,14,3,1
3220.48,2,20.0,2,5,3,84,9,4,0
4612.38,1,11.0,0,0,2,61,1,4,0
2484.82,1,17.0,2,5,0,97,3,0,0
3669.39,1,1.0,1,4,2,108,11,4,0
4855.66,0,15.0,1,4,0,78,5,0,0
3453.62,2,14.0,2,7,3,42,13,4,0
516.68,2,10.0,1,2,1,104,6,3,0
1226.57,2,21.0,0,2,3,34,9,4,1
2977.51,0,1.0,0,0,0,17,2,0,1
1381.4,2,0.0,0,7,0,32,3,0,0
4787.92,3,4.0,0,3,2,69,9,2,0
2029.73,2,6.0,0,4,4,71,6,3,0
2288.87,2,4.0,0,6,4,115,6,3,0
3509.5,1,2.0,0,4,3,26,10,4,0
2524.1000000000004,2,1.0,0,6,0,79,11,2,0
1913.82,4,18.0,1,7,4,31,14,3,0
387.81,0,21.0,0,7,0,53,8,1,0
2984.25,1,23.0,1,2,0,51,8,0,0
4338.56,0,21.0,1,6,3,61,12,1,0
3430.38,4,2.0,1,2,3,108,13,4,1
1910.57,1,6.0,1,7,1,74,11,1,0
2524.1000000000004,1,23.0,1,0,2,64,9,0,0
4082.61,4,2.0,2,4,1,56,4,4,0
4709.03,4,13.0,0,1,2,45,5,0,0
1944.42,3,14.0,1,7,4,1,10,4,0
2524.1000000000004,1,20.0,1,4,0,71,13,0,0
2056.76,0,2.0,0,5,0,16,10,0,0
2513.82,2,22.0,0,0,4,12,12,4,0
4183.2,4,20.0,0,7,4,35,4,4,0
421.7,3,0.0,1,4,3,105,10,1,0
2524.1000000000004,4,0.0,2,7,3,65,8,1,0
1077.03,0,8.0,0,1,4,35,10,0,0
1702.33,2,4.0,0,2,0,3,12,3,0
3223.92,2,1.0,1,7,1,26,9,3,0
141.01,4,11.0,2,1,1,62,3,1,0
2971.16,2,19.0,0,6,1,52,8,0,0
1420.79,2,13.0,0,6,2,40,6,1,0
3349.07,0,4.0,0,0,0,83,4,3,0
712.2,4,10.0,2,3,0,118,12,2,0
3680.38,3,17.0,3,0,3,117,11,1,0
3229.97,3,3.0,0,6,1,59,12,4,0
4856.35,1,23.0,2,6,4,63,2,3,0
4556.62,0,15.0,2,1,1,89,1,3,0
1420.1,4,2.0,0,5,0,117,8,3,1
141.45,2,17.0,0,0,3,87,13,4,0
3278.57,0,18.0,1,6,4,97,8,2,1
3016.42,4,15.0,2,4,1,113,7,0,1
142.01,4,6.0,2,0,3,11,3,0,0
617.77,0,8.0,2,4,4,4,9,4,0
2925.59,0,20.0,1,4,2,76,11,3,0
4559.58,0,1.0,0,6,2,38,8,1,0
4532.97,1,10.0,2,7,2,35,12,0,0
761.67,2,13.0,1,0,1,78,11,1,0
1925.95,0,22.0,1,7,2,60,6,0,0
220.8,1,2.0,2,2,2,23,4,1,0
2349.01,3,6.0,0,7,4,113,4,0,0
3766.65,1,5.0,1,0,1,58,5,0,1
3950.91,2,0.0,0,0,3,42,3,0,0
2497.45,3,12.0,1,6,4,58,6,0,0
483.87,0,9.0,1,6,2,5,8,4,0
1909.91,0,4.0,1,4,2,119,7,1,1
4660.85,0,12.0,0,5,4,83,5,4,0
1151.91,0,14.0,2,4,0,93,9,1,0
1602.17,3,0.0,0,2,2,117,10,4,0
3735.4,1,22.0,1,4,2,82,14,1,0
3669.24,1,10.0,1,4,0,42,5,1,0
4561.45,4,21.0,2,6,2,65,10,0,0
2524.1000000000004,1,12.0,0,4,1,73,5,0,0
2575.42,1,8.0,2,1,3,24,5,4,0
2339.63,1,10.0,2,1,2,118,12,4,0
4639.12,1,11.0,1,4,4,47,11,1,0
3847.81,1,19.0,1,0,3,77,11,3,0
4158.05,3,8.0,1,5,0,82,4,3,0
669.83,2,20.0,0,0,0,80,14,4,0
3960.27,2,12.0,2,1,3,110,9,2,0
2167.73,4,4.0,0,7,1,27,2,1,0
121.58,1,4.0,1,6,2,10,4,4,0
305.14,0,9.0,0,3,1,107,13,1,0
3391.15,2,12.0,0,0,4,105,9,0,0
2524.1000000000004,0,10.0,0,1,0,32,13,1,0
4341.24,4,22.0,0,7,1,72,5,4,0
3672.69,0,16.0,2,5,4,115,8,0,0
113.29,1,22.0,2,6,0,20,10,2,0
3436.01,1,6.0,1,0,0,107,14,4,0
965.8,3,4.0,0,4,4,106,14,3,0
2115.8,1,12.0,1,7,2,4,3,0,0
3125.55,2,6.0,2,4,2,17,1,1,0
4364.23,1,4.0,1,7,3,63,1,4,0
2283.21,1,3.0,2,6,0,18,14,0,0
4043.41,0,8.0,1,7,4,61,8,3,0
3915.91,4,19.0,1,1,0,23,14,0,1
49997.8,1,4.0,0,7,4,90,13,0,0
2507.4,2,11.0,0,2,3,2,13,3,0
3503.92,4,5.0,0,5,0,95,12,0,0
160.59,1,10.0,2,1,2,110,10,4,0
4454.6,4,5.0,0,2,4,13,1,4,0
3850.23,2,17.0,0,7,3,23,9,4,0
1250.83,0,10.0,1,0,0,35,12,1,0
4905.99,0,18.0,1,3,4,60,2,3,0
901.05,3,7.0,2,0,2,56,14,3,0
4570.86,2,8.0,0,2,2,27,10,1,0
2524.1000000000004,1,5.0,0,3,0,68,12,0,0
3816.92,1,16.0,0,0,2,102,13,0,0
2284.6,3,11.0,1,1,3,14,9,4,0
3683.65,2,12.0,2,0,4,80,3,1,0
783.14,4,1.0,0,6,4,90,8,4,0
1351.18,4,18.0,0,0,3,91,11,3,0
503.79,0,17.0,1,7,0,2,5,2,0
4326.39,4,4.0,0,5,3,35,10,4,0
1484.98,4,5.0,0,0,3,75,1,1,0
2524.1000000000004,2,12.0,2,7,3,6,12,4,0
4102.0,2,16.0,2,5,4,83,5,1,0
4507.58,3,15.0,3,4,0,55,9,4,0
535.95,2,12.0,0,1,2,86,10,4,0
4465.61,3,7.0,1,0,2,76,6,4,0
990.28,3,3.0,0,2,3,44,11,2,0
3685.83,1,8.0,0,0,1,101,5,1,1
3645.6,4,15.0,1,0,1,78,3,4,0
47.47,2,19.0,2,4,1,84,2,1,0
1107.02,3,18.0,0,0,1,16,8,3,0
2462.08,4,13.0,2,7,3,50,7,0,0
2103.07,2,16.0,0,5,4,30,10,0,0
4593.27,4,17.0,0,6,4,10,14,2,0
1801.91,3,13.0,2,1,2,30,3,3,0
4685.23,4,1.0,0,5,2,107,10,1,0
2299.85,0,1.0,0,3,0,119,6,4,0
4821.94,4,7.0,0,1,4,80,13,1,0
3688.09,0,1.0,0,6,4,56,12,0,0
4147.53,2,0.0,2,1,1,76,3,0,0
528.86,3,20.0,0,3,1,110,1,4,0
2932.78,4,21.0,2,4,1,95,8,4,0
717.79,4,9.0,0,5,1,6,11,0,0
1491.62,4,12.0,2,4,2,27,1,0,0
3119.71,3,11.0,2,5,2,29,9,0,0
3632.5,4,18.0,2,1,1,52,9,1,0
200.72,2,21.0,2,0,4,4,10,1,0
2657.06,2,4.0,0,0,0,47,5,2,0
2828.74,2,21.0,2,0,2,97,14,0,0
2524.1000000000004,2,12.0,0,2,4,13,11,0,0
2505.94,1,18.0,2,5,3,35,12,1,0
3570.64,1,19.0,0,4,4,32,7,1,0
270.87,2,2.0,2,3,1,2,7,4,0
3802.54,4,12.0,1,0,2,45,10,4,0
2884.25,2,13.0,0,6,4,48,6,1,0
4166.97,1,4.0,2,6,3,65,12,4,0
1094.22,1,14.0,1,4,0,51,11,1,0
4167.2,3,20.0,2,6,4,72,5,4,0
477.33,3,4.0,1,1,1,36,6,4,0
2022.13,4,16.0,2,2,2,4,2,3,0
1001.43,3,6.0,1,0,1,61,4,4,0
4380.72,0,10.0,1,6,1,83,9,3,0
3526.07,0,10.0,0,6,1,7,4,3,0
131.68,3,17.0,0,5,2,22,9,3,0
52.57,0,14.0,1,2,0,102,12,1,0
1459.79,1,2.0,0,1,3,113,10,4,0
720.7,2,12.0,0,0,4,60,12,0,0
3153.37,2,6.0,3,5,2,100,8,1,0
3320.67,0,13.0,2,0,4,54,11,4,0
4710.04,1,4.0,2,6,4,119,6,3,0
2524.1000000000004,1,16.0,1,0,1,33,11,3,0
3296.19,3,18.0,1,4,2,46,5,1,0
33.35,1,17.0,0,3,0,56,13,4,0
1798.19,1,19.0,0,6,2,94,6,3,0
2568.14,1,15.0,1,7,3,36,7,0,0
2498.4,2,8.0,1,5,2,56,13,0,0
3018.69,0,21.0,3,5,0,25,1,1,0
4802.95,3,15.0,1,6,0,55,3,4,0
4426.54,3,12.0,2,2,1,24,3,4,1
549.0,3,17.0,0,0,1,50,11,4,0
1333.57,4,1.0,2,0,4,108,9,3,1
4166.38,0,17.0,0,1,2,17,8,0,0
4122.41,2,19.0,0,4,2,28,14,3,0
1380.48,0,12.0,1,0,0,1,5,1,0
49997.8,3,18.0,0,6,4,50,7,3,0
3361.83,2,9.0,1,1,4,49,10,3,0
2370.25,0,21.0,1,7,0,117,1,4,0
1011.27,1,11.0,1,0,4,93,3,4,0
4443.77,0,12.0,1,1,3,8,4,0,0
3390.87,1,19.0,0,3,1,51,4,0,0
849.12,3,21.0,2,0,2,9,7,1,0
3525.49,1,15.0,0,3,2,105,3,0,0
3708.46,4,12.0,2,5,1,4,12,4,0
4434.97,2,18.0,0,4,3,57,5,1,0
1118.08,1,8.0,0,0,2,115,12,3,0
4943.83,2,3.0,2,6,3,112,8,3,0
771.2,1,11.0,0,1,1,118,8,2,1
2524.1000000000004,3,23.0,1,0,3,27,2,1,0
3287.6,0,2.0,2,3,2,10,2,1,0
2097.67,1,2.0,1,5,4,104,3,4,0
2377.81,3,23.0,0,5,4,83,4,0,0
4455.1,1,15.0,2,5,1,77,6,3,0
3228.14,4,2.0,2,6,3,91,11,1,0
2487.52,2,19.0,2,0,4,18,2,0,0
646.11,1,4.0,0,2,3,36,10,0,0
41.65,3,16.0,1,0,1,117,11,1,0
629.22,3,15.0,1,2,2,50,8,1,0
4781.14,0,3.0,0,4,2,102,6,4,0
3821.61,2,0.0,1,4,0,102,8,3,0
4835.75,0,17.0,1,5,0,114,9,0,0
183.37,2,8.0,0,0,2,60,8,3,0
2524.1000000000004,2,8.0,0,7,1,80,6,0,0
226.25,1,7.0,0,5,4,119,13,3,0
3911.37,0,12.0,1,7,2,99,5,1,0
1907.85,0,1.0,1,5,3,113,13,4,0
483.35,0,4.0,2,7,1,116,3,1,0
2842.39,3,20.0,3,0,1,40,14,3,0
1404.2,4,18.0,2,6,1,51,1,4,0
3299.57,1,23.0,1,6,2,95,13,3,0
3292.58,0,18.0,0,4,4,116,10,0,0
3526.51,2,1.0,2,3,4,12,2,3,0
4962.36,2,17.0,0,4,2,37,3,4,0
1936.56,1,12.0,2,2,0,37,9,4,0
2329.25,3,11.0,2,0,2,37,2,1,0
4024.04,0,12.0,2,2,3,111,13,0,0
2893.96,4,6.0,2,0,2,91,5,4,0
191.1,3,5.0,2,7,4,34,10,0,0
4216.18,1,3.0,0,0,3,23,10,3,0
262.24,0,13.0,2,0,0,57,11,3,0
858.25,1,20.0,2,7,4,4,1,4,0
514.89,1,15.0,2,7,4,75,8,0,0
394.25,1,21.0,0,7,4,52,10,0,0
133.3,1,12.0,0,0,2,66,8,0,0
279.86,4,0.0,1,4,0,51,1,0,0
2214.98,1,0.0,1,0,4,91,1,1,0
1268.0,2,20.0,1,2,4,51,10,2,0
637.05,1,22.0,2,4,1,6,5,2,0
3295.23,4,0.0,0,2,4,89,13,3,0
1134.43,1,0.0,2,5,1,45,1,0,0
2524.1000000000004,0,11.0,1,4,4,15,14,1,0
2095.01,3,20.0,2,5,4,114,13,4,0
1555.61,4,23.0,3,1,3,84,7,3,0
1596.43,0,19.0,2,7,1,40,1,0,0
2229.12,4,16.0,2,0,1,111,5,3,0
3346.23,3,18.0,0,0,3,60,13,0,0
3084.31,2,19.0,1,7,3,38,12,3,0
4686.62,3,19.0,0,4,1,76,2,1,0
2590.99,2,21.0,0,2,4,61,14,1,0
2365.49,1,8.0,0,5,3,68,2,4,0
1071.01,0,17.0,2,3,2,11,5,1,0
3778.13,4,14.0,2,7,2,76,13,4,0
708.18,2,9.0,3,2,1,34,14,4,0
2458.21,4,1.0,0,4,2,39,6,0,0
